Year,State,Value
2012,TEXAS,95000
2013,TEXAS,114000
2014,TEXAS,104000
2015,TEXAS,114000
2016,TEXAS,45500
2017,TEXAS,46000
2018,TEXAS,25500
2019,TEXAS,33000
2020,TEXAS,63000
2021,TEXAS,39000
