Year,State,Value
1994,GEORGIA,520000
1995,GEORGIA,320000
1996,GEORGIA,400000
1997,GEORGIA,400000
1998,GEORGIA,300000
1999,GEORGIA,220000
2000,GEORGIA,170000
2001,GEORGIA,165000
2002,GEORGIA,160000
2003,GEORGIA,190000
2004,GEORGIA,280000
2005,GEORGIA,180000
2006,GEORGIA,155000
2007,GEORGIA,295000
2008,GEORGIA,430000
2009,GEORGIA,470000
2010,GEORGIA,270000
2011,GEORGIA,155000
2012,GEORGIA,220000
2013,GEORGIA,235000
2014,GEORGIA,300000
2015,GEORGIA,325000
2016,GEORGIA,260000
2017,GEORGIA,155000
2018,GEORGIA,145000
2019,GEORGIA,100000
2020,GEORGIA,100000
2021,GEORGIA,140000
1990,ILLINOIS,9200000
1991,ILLINOIS,9200000
1992,ILLINOIS,9500000
1993,ILLINOIS,9300000
1994,ILLINOIS,9500000
1995,ILLINOIS,9750000
1996,ILLINOIS,9900000
1997,ILLINOIS,10000000
1998,ILLINOIS,10600000
1999,ILLINOIS,10600000
2000,ILLINOIS,10500000
2001,ILLINOIS,10700000
2002,ILLINOIS,10600000
2003,ILLINOIS,10300000
2004,ILLINOIS,9950000
2005,ILLINOIS,9500000
2006,ILLINOIS,10100000
2007,ILLINOIS,8300000
2008,ILLINOIS,9200000
2009,ILLINOIS,9400000
2010,ILLINOIS,9100000
2011,ILLINOIS,8950000
2012,ILLINOIS,9050000
2013,ILLINOIS,9500000
2014,ILLINOIS,9800000
2015,ILLINOIS,9800000
2016,ILLINOIS,10100000
2017,ILLINOIS,10600000
2018,ILLINOIS,10800000
2019,ILLINOIS,9950000
2020,ILLINOIS,10300000
2021,ILLINOIS,10600000
1990,INDIANA,4200000
1991,INDIANA,4450000
1992,INDIANA,4550000
1993,INDIANA,4900000
1994,INDIANA,4600000
1995,INDIANA,5000000
1996,INDIANA,5400000
1997,INDIANA,5350000
1998,INDIANA,5600000
1999,INDIANA,5600000
2000,INDIANA,5500000
2001,INDIANA,5600000
2002,INDIANA,5800000
2003,INDIANA,5450000
2004,INDIANA,5550000
2005,INDIANA,5400000
2006,INDIANA,5700000
2007,INDIANA,4800000
2008,INDIANA,5450000
2009,INDIANA,5450000
2010,INDIANA,5350000
2011,INDIANA,5300000
2012,INDIANA,5150000
2013,INDIANA,5200000
2014,INDIANA,5450000
2015,INDIANA,5550000
2016,INDIANA,5650000
2017,INDIANA,5950000
2018,INDIANA,6000000
2019,INDIANA,5400000
2020,INDIANA,5750000
2021,INDIANA,5700000
1990,IOWA,8000000
1991,IOWA,8700000
1992,IOWA,8200000
1993,IOWA,8600000
1994,IOWA,8800000
1995,IOWA,9300000
1996,IOWA,9500000
1997,IOWA,10500000
1998,IOWA,10400000
1999,IOWA,10800000
2000,IOWA,10700000
2001,IOWA,11000000
2002,IOWA,10450000
2003,IOWA,10600000
2004,IOWA,10200000
2005,IOWA,10050000
2006,IOWA,10150000
2007,IOWA,8650000
2008,IOWA,9750000
2009,IOWA,9600000
2010,IOWA,9800000
2011,IOWA,9350000
2012,IOWA,9350000
2013,IOWA,9300000
2014,IOWA,9850000
2015,IOWA,9850000
2016,IOWA,9500000
2017,IOWA,10000000
2018,IOWA,9950000
2019,IOWA,9200000
2020,IOWA,9450000
2021,IOWA,10100000
1990,KANSAS,2000000
1991,KANSAS,2000000
1992,KANSAS,1900000
1993,KANSAS,2000000
1994,KANSAS,2150000
1995,KANSAS,2100000
1996,KANSAS,2050000
1997,KANSAS,2400000
1998,KANSAS,2550000
1999,KANSAS,2850000
2000,KANSAS,2950000
2001,KANSAS,2850000
2002,KANSAS,2750000
2003,KANSAS,2600000
2004,KANSAS,2800000
2005,KANSAS,2900000
2006,KANSAS,3150000
2007,KANSAS,2650000
2008,KANSAS,3300000
2009,KANSAS,3700000
2010,KANSAS,4300000
2011,KANSAS,4000000
2012,KANSAS,4000000
2013,KANSAS,3600000
2014,KANSAS,4000000
2015,KANSAS,3900000
2016,KANSAS,4050000
2017,KANSAS,5150000
2018,KANSAS,4750000
2019,KANSAS,4550000
2020,KANSAS,4800000
2021,KANSAS,4850000
1990,KENTUCKY,1250000
1991,KENTUCKY,1150000
1992,KENTUCKY,1130000
1993,KENTUCKY,1180000
1994,KENTUCKY,1150000
1995,KENTUCKY,1170000
1996,KENTUCKY,1200000
1997,KENTUCKY,1240000
1998,KENTUCKY,1220000
1999,KENTUCKY,1200000
2000,KENTUCKY,1180000
2001,KENTUCKY,1240000
2002,KENTUCKY,1310000
2003,KENTUCKY,1250000
2004,KENTUCKY,1310000
2005,KENTUCKY,1250000
2006,KENTUCKY,1380000
2007,KENTUCKY,1120000
2008,KENTUCKY,1390000
2009,KENTUCKY,1430000
2010,KENTUCKY,1400000
2011,KENTUCKY,1490000
2012,KENTUCKY,1480000
2013,KENTUCKY,1670000
2014,KENTUCKY,1760000
2015,KENTUCKY,1840000
2016,KENTUCKY,1790000
2017,KENTUCKY,1950000
2018,KENTUCKY,1950000
2019,KENTUCKY,1700000
2020,KENTUCKY,1850000
2021,KENTUCKY,1800000
1990,LOUISIANA,1800000
1991,LOUISIANA,1150000
1992,LOUISIANA,1220000
1993,LOUISIANA,1350000
1994,LOUISIANA,1150000
1995,LOUISIANA,1070000
1996,LOUISIANA,1100000
1997,LOUISIANA,1400000
1998,LOUISIANA,1200000
1999,LOUISIANA,1020000
2000,LOUISIANA,930000
2001,LOUISIANA,640000
2002,LOUISIANA,800000
2003,LOUISIANA,760000
2004,LOUISIANA,1100000
2005,LOUISIANA,880000
2006,LOUISIANA,870000
2007,LOUISIANA,615000
2008,LOUISIANA,1050000
2009,LOUISIANA,1020000
2010,LOUISIANA,1030000
2011,LOUISIANA,1020000
2012,LOUISIANA,1130000
2013,LOUISIANA,1130000
2014,LOUISIANA,1410000
2015,LOUISIANA,1430000
2016,LOUISIANA,1230000
2017,LOUISIANA,1270000
2018,LOUISIANA,1340000
2019,LOUISIANA,890000
2020,LOUISIANA,1050000
2021,LOUISIANA,1080000
1990,MARYLAND,505000
1991,MARYLAND,510000
1992,MARYLAND,555000
1993,MARYLAND,580000
1994,MARYLAND,560000
1995,MARYLAND,550000
1996,MARYLAND,490000
1997,MARYLAND,530000
1998,MARYLAND,470000
1999,MARYLAND,490000
2000,MARYLAND,520000
2001,MARYLAND,520000
2002,MARYLAND,490000
2003,MARYLAND,435000
2004,MARYLAND,500000
2005,MARYLAND,480000
2006,MARYLAND,470000
2007,MARYLAND,405000
2008,MARYLAND,495000
2009,MARYLAND,485000
2010,MARYLAND,470000
2011,MARYLAND,470000
2012,MARYLAND,480000
2013,MARYLAND,485000
2014,MARYLAND,510000
2015,MARYLAND,520000
2016,MARYLAND,520000
2017,MARYLAND,500000
2018,MARYLAND,530000
2019,MARYLAND,480000
2020,MARYLAND,485000
2021,MARYLAND,490000
1990,MICHIGAN,1150000
1991,MICHIGAN,1400000
1992,MICHIGAN,1450000
1993,MICHIGAN,1450000
1994,MICHIGAN,1550000
1995,MICHIGAN,1500000
1996,MICHIGAN,1650000
1997,MICHIGAN,1870000
1998,MICHIGAN,1900000
1999,MICHIGAN,1950000
2000,MICHIGAN,2050000
2001,MICHIGAN,2150000
2002,MICHIGAN,2050000
2003,MICHIGAN,2000000
2004,MICHIGAN,2000000
2005,MICHIGAN,2000000
2006,MICHIGAN,2000000
2007,MICHIGAN,1800000
2008,MICHIGAN,1900000
2009,MICHIGAN,2000000
2010,MICHIGAN,2050000
2011,MICHIGAN,1950000
2012,MICHIGAN,2000000
2013,MICHIGAN,1930000
2014,MICHIGAN,2050000
2015,MICHIGAN,2030000
2016,MICHIGAN,2070000
2017,MICHIGAN,2280000
2018,MICHIGAN,2330000
2019,MICHIGAN,1760000
2020,MICHIGAN,2200000
2021,MICHIGAN,2150000
1990,MINNESOTA,4700000
1991,MINNESOTA,5500000
1992,MINNESOTA,5500000
1993,MINNESOTA,5400000
1994,MINNESOTA,5700000
1995,MINNESOTA,5900000
1996,MINNESOTA,6000000
1997,MINNESOTA,6600000
1998,MINNESOTA,6900000
1999,MINNESOTA,7000000
2000,MINNESOTA,7300000
2001,MINNESOTA,7300000
2002,MINNESOTA,7200000
2003,MINNESOTA,7500000
2004,MINNESOTA,7300000
2005,MINNESOTA,6900000
2006,MINNESOTA,7350000
2007,MINNESOTA,6350000
2008,MINNESOTA,7050000
2009,MINNESOTA,7200000
2010,MINNESOTA,7400000
2011,MINNESOTA,7100000
2012,MINNESOTA,7050000
2013,MINNESOTA,6700000
2014,MINNESOTA,7350000
2015,MINNESOTA,7600000
2016,MINNESOTA,7550000
2017,MINNESOTA,8150000
2018,MINNESOTA,7750000
2019,MINNESOTA,6850000
2020,MINNESOTA,7450000
2021,MINNESOTA,7700000
1990,MISSISSIPPI,2050000
1991,MISSISSIPPI,1900000
1992,MISSISSIPPI,1800000
1993,MISSISSIPPI,2000000
1994,MISSISSIPPI,1900000
1995,MISSISSIPPI,1850000
1996,MISSISSIPPI,1800000
1997,MISSISSIPPI,2100000
1998,MISSISSIPPI,2050000
1999,MISSISSIPPI,1950000
2000,MISSISSIPPI,1700000
2001,MISSISSIPPI,1160000
2002,MISSISSIPPI,1440000
2003,MISSISSIPPI,1440000
2004,MISSISSIPPI,1670000
2005,MISSISSIPPI,1610000
2006,MISSISSIPPI,1670000
2007,MISSISSIPPI,1460000
2008,MISSISSIPPI,2000000
2009,MISSISSIPPI,2160000
2010,MISSISSIPPI,2000000
2011,MISSISSIPPI,1830000
2012,MISSISSIPPI,1970000
2013,MISSISSIPPI,2010000
2014,MISSISSIPPI,2210000
2015,MISSISSIPPI,2300000
2016,MISSISSIPPI,2040000
2017,MISSISSIPPI,2190000
2018,MISSISSIPPI,2230000
2019,MISSISSIPPI,1660000
2020,MISSISSIPPI,2090000
2021,MISSISSIPPI,2230000
1990,MISSOURI,4200000
1991,MISSOURI,4500000
1992,MISSOURI,4300000
1993,MISSOURI,4250000
1994,MISSOURI,4600000
1995,MISSOURI,4600000
1996,MISSOURI,4100000
1997,MISSOURI,4900000
1998,MISSOURI,5100000
1999,MISSOURI,5400000
2000,MISSOURI,5150000
2001,MISSOURI,4950000
2002,MISSOURI,5050000
2003,MISSOURI,5000000
2004,MISSOURI,5000000
2005,MISSOURI,4950000
2006,MISSOURI,5150000
2007,MISSOURI,4700000
2008,MISSOURI,5200000
2009,MISSOURI,5350000
2010,MISSOURI,5150000
2011,MISSOURI,5350000
2012,MISSOURI,5400000
2013,MISSOURI,5650000
2014,MISSOURI,5650000
2015,MISSOURI,4550000
2016,MISSOURI,5600000
2017,MISSOURI,5950000
2018,MISSOURI,5850000
2019,MISSOURI,5100000
2020,MISSOURI,5850000
2021,MISSOURI,5700000
1990,NEBRASKA,2400000
1991,NEBRASKA,2500000
1992,NEBRASKA,2500000
1993,NEBRASKA,2600000
1994,NEBRASKA,2900000
1995,NEBRASKA,3100000
1996,NEBRASKA,3050000
1997,NEBRASKA,3600000
1998,NEBRASKA,3800000
1999,NEBRASKA,4300000
2000,NEBRASKA,4650000
2001,NEBRASKA,4950000
2002,NEBRASKA,4700000
2003,NEBRASKA,4550000
2004,NEBRASKA,4800000
2005,NEBRASKA,4700000
2006,NEBRASKA,5050000
2007,NEBRASKA,3870000
2008,NEBRASKA,4900000
2009,NEBRASKA,4800000
2010,NEBRASKA,5150000
2011,NEBRASKA,4900000
2012,NEBRASKA,5050000
2013,NEBRASKA,4800000
2014,NEBRASKA,5400000
2015,NEBRASKA,5300000
2016,NEBRASKA,5200000
2017,NEBRASKA,5700000
2018,NEBRASKA,5650000
2019,NEBRASKA,4900000
2020,NEBRASKA,5200000
2021,NEBRASKA,5600000
1990,NEW JERSEY,110000
1991,NEW JERSEY,125000
1992,NEW JERSEY,130000
1993,NEW JERSEY,150000
1994,NEW JERSEY,150000
1995,NEW JERSEY,140000
1996,NEW JERSEY,120000
1997,NEW JERSEY,133000
1998,NEW JERSEY,115000
1999,NEW JERSEY,105000
2000,NEW JERSEY,100000
2001,NEW JERSEY,103000
2002,NEW JERSEY,100000
2003,NEW JERSEY,90000
2004,NEW JERSEY,105000
2005,NEW JERSEY,95000
2006,NEW JERSEY,88000
2007,NEW JERSEY,82000
2008,NEW JERSEY,92000
2009,NEW JERSEY,89000
2010,NEW JERSEY,94000
2011,NEW JERSEY,88000
2012,NEW JERSEY,96000
2013,NEW JERSEY,90000
2014,NEW JERSEY,105000
2015,NEW JERSEY,105000
2016,NEW JERSEY,100000
2017,NEW JERSEY,100000
2018,NEW JERSEY,110000
2019,NEW JERSEY,95000
2020,NEW JERSEY,94000
2021,NEW JERSEY,100000
1998,NEW YORK,100000
1999,NEW YORK,130000
2000,NEW YORK,135000
2001,NEW YORK,160000
2002,NEW YORK,145000
2003,NEW YORK,140000
2004,NEW YORK,175000
2005,NEW YORK,190000
2006,NEW YORK,200000
2007,NEW YORK,205000
2008,NEW YORK,230000
2009,NEW YORK,255000
2010,NEW YORK,280000
2011,NEW YORK,280000
2012,NEW YORK,315000
2013,NEW YORK,280000
2014,NEW YORK,330000
2015,NEW YORK,305000
2016,NEW YORK,330000
2017,NEW YORK,270000
2018,NEW YORK,335000
2019,NEW YORK,235000
2020,NEW YORK,315000
2021,NEW YORK,325000
1990,NORTH CAROLINA,1400000
1991,NORTH CAROLINA,1350000
1992,NORTH CAROLINA,1400000
1993,NORTH CAROLINA,1350000
1994,NORTH CAROLINA,1400000
1995,NORTH CAROLINA,1150000
1996,NORTH CAROLINA,1250000
1997,NORTH CAROLINA,1400000
1998,NORTH CAROLINA,1475000
1999,NORTH CAROLINA,1400000
2000,NORTH CAROLINA,1400000
2001,NORTH CAROLINA,1380000
2002,NORTH CAROLINA,1370000
2003,NORTH CAROLINA,1450000
2004,NORTH CAROLINA,1530000
2005,NORTH CAROLINA,1490000
2006,NORTH CAROLINA,1370000
2007,NORTH CAROLINA,1440000
2008,NORTH CAROLINA,1690000
2009,NORTH CAROLINA,1800000
2010,NORTH CAROLINA,1580000
2011,NORTH CAROLINA,1380000
2012,NORTH CAROLINA,1590000
2013,NORTH CAROLINA,1480000
2014,NORTH CAROLINA,1750000
2015,NORTH CAROLINA,1820000
2016,NORTH CAROLINA,1690000
2017,NORTH CAROLINA,1700000
2018,NORTH CAROLINA,1650000
2019,NORTH CAROLINA,1540000
2020,NORTH CAROLINA,1600000
2021,NORTH CAROLINA,1650000
1990,NORTH DAKOTA,500000
1991,NORTH DAKOTA,635000
1992,NORTH DAKOTA,700000
1993,NORTH DAKOTA,600000
1994,NORTH DAKOTA,640000
1995,NORTH DAKOTA,660000
1996,NORTH DAKOTA,850000
1997,NORTH DAKOTA,1150000
1998,NORTH DAKOTA,1500000
1999,NORTH DAKOTA,1350000
2000,NORTH DAKOTA,1900000
2001,NORTH DAKOTA,2150000
2002,NORTH DAKOTA,2670000
2003,NORTH DAKOTA,3150000
2004,NORTH DAKOTA,3750000
2005,NORTH DAKOTA,2950000
2006,NORTH DAKOTA,3900000
2007,NORTH DAKOTA,3100000
2008,NORTH DAKOTA,3800000
2009,NORTH DAKOTA,3900000
2010,NORTH DAKOTA,4100000
2011,NORTH DAKOTA,4000000
2012,NORTH DAKOTA,4750000
2013,NORTH DAKOTA,4650000
2014,NORTH DAKOTA,5900000
2015,NORTH DAKOTA,5750000
2016,NORTH DAKOTA,6050000
2017,NORTH DAKOTA,7100000
2018,NORTH DAKOTA,6900000
2019,NORTH DAKOTA,5600000
2020,NORTH DAKOTA,5750000
2021,NORTH DAKOTA,7300000
1990,OHIO,3500000
1991,OHIO,3800000
1992,OHIO,3750000
1993,OHIO,4150000
1994,OHIO,4000000
1995,OHIO,4050000
1996,OHIO,4500000
1997,OHIO,4350000
1998,OHIO,4400000
1999,OHIO,4600000
2000,OHIO,4450000
2001,OHIO,4600000
2002,OHIO,4750000
2003,OHIO,4300000
2004,OHIO,4450000
2005,OHIO,4500000
2006,OHIO,4650000
2007,OHIO,4250000
2008,OHIO,4500000
2009,OHIO,4550000
2010,OHIO,4600000
2011,OHIO,4550000
2012,OHIO,4600000
2013,OHIO,4500000
2014,OHIO,4700000
2015,OHIO,4750000
2016,OHIO,4850000
2017,OHIO,5100000
2018,OHIO,5050000
2019,OHIO,4300000
2020,OHIO,4950000
2021,OHIO,4850000
1990,OKLAHOMA,250000
1991,OKLAHOMA,260000
1992,OKLAHOMA,230000
1993,OKLAHOMA,280000
1994,OKLAHOMA,300000
1995,OKLAHOMA,290000
1996,OKLAHOMA,300000
1997,OKLAHOMA,340000
1998,OKLAHOMA,470000
1999,OKLAHOMA,480000
2000,OKLAHOMA,440000
2001,OKLAHOMA,415000
2002,OKLAHOMA,280000
2003,OKLAHOMA,270000
2004,OKLAHOMA,320000
2005,OKLAHOMA,325000
2006,OKLAHOMA,310000
2007,OKLAHOMA,190000
2008,OKLAHOMA,400000
2009,OKLAHOMA,405000
2010,OKLAHOMA,500000
2011,OKLAHOMA,440000
2012,OKLAHOMA,420000
2013,OKLAHOMA,345000
2014,OKLAHOMA,375000
2015,OKLAHOMA,395000
2016,OKLAHOMA,485000
2017,OKLAHOMA,655000
2018,OKLAHOMA,640000
2019,OKLAHOMA,465000
2020,OKLAHOMA,560000
2021,OKLAHOMA,575000
2015,OTHER STATES,0
2016,OTHER STATES,0
2017,OTHER STATES,0
2018,OTHER STATES,0
2019,OTHER STATES,0
2020,OTHER STATES,0
2021,OTHER STATES,0
1990,PENNSYLVANIA,280000
1991,PENNSYLVANIA,310000
1992,PENNSYLVANIA,290000
1993,PENNSYLVANIA,300000
1994,PENNSYLVANIA,320000
1995,PENNSYLVANIA,320000
1996,PENNSYLVANIA,290000
1997,PENNSYLVANIA,375000
1998,PENNSYLVANIA,400000
1999,PENNSYLVANIA,370000
2000,PENNSYLVANIA,390000
2001,PENNSYLVANIA,400000
2002,PENNSYLVANIA,405000
2003,PENNSYLVANIA,380000
2004,PENNSYLVANIA,430000
2005,PENNSYLVANIA,430000
2006,PENNSYLVANIA,430000
2007,PENNSYLVANIA,435000
2008,PENNSYLVANIA,435000
2009,PENNSYLVANIA,450000
2010,PENNSYLVANIA,500000
2011,PENNSYLVANIA,500000
2012,PENNSYLVANIA,530000
2013,PENNSYLVANIA,540000
2014,PENNSYLVANIA,590000
2015,PENNSYLVANIA,590000
2016,PENNSYLVANIA,600000
2017,PENNSYLVANIA,610000
2018,PENNSYLVANIA,640000
2019,PENNSYLVANIA,620000
2020,PENNSYLVANIA,640000
2021,PENNSYLVANIA,580000
1990,SOUTH CAROLINA,800000
1991,SOUTH CAROLINA,650000
1992,SOUTH CAROLINA,690000
1993,SOUTH CAROLINA,600000
1994,SOUTH CAROLINA,600000
1995,SOUTH CAROLINA,550000
1996,SOUTH CAROLINA,560000
1997,SOUTH CAROLINA,580000
1998,SOUTH CAROLINA,540000
1999,SOUTH CAROLINA,480000
2000,SOUTH CAROLINA,450000
2001,SOUTH CAROLINA,440000
2002,SOUTH CAROLINA,435000
2003,SOUTH CAROLINA,430000
2004,SOUTH CAROLINA,540000
2005,SOUTH CAROLINA,430000
2006,SOUTH CAROLINA,400000
2007,SOUTH CAROLINA,460000
2008,SOUTH CAROLINA,540000
2009,SOUTH CAROLINA,590000
2010,SOUTH CAROLINA,465000
2011,SOUTH CAROLINA,370000
2012,SOUTH CAROLINA,380000
2013,SOUTH CAROLINA,320000
2014,SOUTH CAROLINA,450000
2015,SOUTH CAROLINA,475000
2016,SOUTH CAROLINA,420000
2017,SOUTH CAROLINA,400000
2018,SOUTH CAROLINA,390000
2019,SOUTH CAROLINA,335000
2020,SOUTH CAROLINA,310000
2021,SOUTH CAROLINA,390000
1990,SOUTH DAKOTA,1950000
1991,SOUTH DAKOTA,2200000
1992,SOUTH DAKOTA,2300000
1993,SOUTH DAKOTA,1850000
1994,SOUTH DAKOTA,2430000
1995,SOUTH DAKOTA,2550000
1996,SOUTH DAKOTA,2700000
1997,SOUTH DAKOTA,3300000
1998,SOUTH DAKOTA,3450000
1999,SOUTH DAKOTA,4100000
2000,SOUTH DAKOTA,4400000
2001,SOUTH DAKOTA,4500000
2002,SOUTH DAKOTA,4250000
2003,SOUTH DAKOTA,4250000
2004,SOUTH DAKOTA,4150000
2005,SOUTH DAKOTA,3900000
2006,SOUTH DAKOTA,3950000
2007,SOUTH DAKOTA,3250000
2008,SOUTH DAKOTA,4100000
2009,SOUTH DAKOTA,4250000
2010,SOUTH DAKOTA,4200000
2011,SOUTH DAKOTA,4100000
2012,SOUTH DAKOTA,4750000
2013,SOUTH DAKOTA,4600000
2014,SOUTH DAKOTA,5150000
2015,SOUTH DAKOTA,5150000
2016,SOUTH DAKOTA,5200000
2017,SOUTH DAKOTA,5650000
2018,SOUTH DAKOTA,5650000
2019,SOUTH DAKOTA,3500000
2020,SOUTH DAKOTA,4950000
2021,SOUTH DAKOTA,5500000
1990,TENNESSEE,1300000
1991,TENNESSEE,1100000
1992,TENNESSEE,1000000
1993,TENNESSEE,1050000
1994,TENNESSEE,1050000
1995,TENNESSEE,1050000
1996,TENNESSEE,1150000
1997,TENNESSEE,1240000
1998,TENNESSEE,1250000
1999,TENNESSEE,1250000
2000,TENNESSEE,1180000
2001,TENNESSEE,1070000
2002,TENNESSEE,1160000
2003,TENNESSEE,1150000
2004,TENNESSEE,1210000
2005,TENNESSEE,1130000
2006,TENNESSEE,1160000
2007,TENNESSEE,1080000
2008,TENNESSEE,1490000
2009,TENNESSEE,1570000
2010,TENNESSEE,1450000
2011,TENNESSEE,1290000
2012,TENNESSEE,1260000
2013,TENNESSEE,1580000
2014,TENNESSEE,1640000
2015,TENNESSEE,1750000
2016,TENNESSEE,1660000
2017,TENNESSEE,1690000
2018,TENNESSEE,1700000
2019,TENNESSEE,1400000
2020,TENNESSEE,1650000
2021,TENNESSEE,1500000
1990,TEXAS,220000
1991,TEXAS,180000
1992,TEXAS,400000
1993,TEXAS,230000
1994,TEXAS,220000
1995,TEXAS,250000
1996,TEXAS,290000
1997,TEXAS,420000
1998,TEXAS,440000
1999,TEXAS,400000
2000,TEXAS,290000
2001,TEXAS,260000
2002,TEXAS,230000
2003,TEXAS,200000
2004,TEXAS,290000
2005,TEXAS,260000
2006,TEXAS,225000
2007,TEXAS,95000
2008,TEXAS,230000
2009,TEXAS,215000
2010,TEXAS,205000
2011,TEXAS,165000
2012,TEXAS,125000
2013,TEXAS,105000
2014,TEXAS,155000
2015,TEXAS,130000
2016,TEXAS,165000
2017,TEXAS,210000
2018,TEXAS,175000
2019,TEXAS,80000
2020,TEXAS,120000
2021,TEXAS,110000
1990,VIRGINIA,540000
1991,VIRGINIA,530000
1992,VIRGINIA,520000
1993,VIRGINIA,520000
1994,VIRGINIA,540000
1995,VIRGINIA,490000
1996,VIRGINIA,500000
1997,VIRGINIA,510000
1998,VIRGINIA,500000
1999,VIRGINIA,470000
2000,VIRGINIA,490000
2001,VIRGINIA,500000
2002,VIRGINIA,490000
2003,VIRGINIA,500000
2004,VIRGINIA,540000
2005,VIRGINIA,530000
2006,VIRGINIA,520000
2007,VIRGINIA,510000
2008,VIRGINIA,580000
2009,VIRGINIA,580000
2010,VIRGINIA,560000
2011,VIRGINIA,560000
2012,VIRGINIA,590000
2013,VIRGINIA,610000
2014,VIRGINIA,650000
2015,VIRGINIA,630000
2016,VIRGINIA,610000
2017,VIRGINIA,600000
2018,VIRGINIA,600000
2019,VIRGINIA,570000
2020,VIRGINIA,570000
2021,VIRGINIA,600000
2000,WEST VIRGINIA,16000
2001,WEST VIRGINIA,17000
2002,WEST VIRGINIA,18000
2003,WEST VIRGINIA,16000
2004,WEST VIRGINIA,19000
2005,WEST VIRGINIA,18000
2006,WEST VIRGINIA,17000
2007,WEST VIRGINIA,15000
2008,WEST VIRGINIA,19000
2009,WEST VIRGINIA,20000
2010,WEST VIRGINIA,20000
2011,WEST VIRGINIA,20000
2012,WEST VIRGINIA,21000
2013,WEST VIRGINIA,23000
2014,WEST VIRGINIA,27000
2015,WEST VIRGINIA,27000
2016,WEST VIRGINIA,27000
2017,WEST VIRGINIA,27000
2018,WEST VIRGINIA,29000
1990,WISCONSIN,440000
1991,WISCONSIN,570000
1992,WISCONSIN,750000
1993,WISCONSIN,610000
1994,WISCONSIN,860000
1995,WISCONSIN,830000
1996,WISCONSIN,920000
1997,WISCONSIN,1040000
1998,WISCONSIN,1150000
