Year,State,Value
2015,CALIFORNIA,"1,190,000"
2016,CALIFORNIA,"1,220,000"
2017,CALIFORNIA,"1,140,000"
2018,CALIFORNIA,"980,000"
2019,CALIFORNIA,"1,010,000"
2020,CALIFORNIA,"825,000"
2021,CALIFORNIA,"915,000"
1990,COLORADO,"1,550,000"
1991,COLORADO,"1,500,000"
1992,COLORADO,"1,480,000"
1993,COLORADO,"1,400,000"
1994,COLORADO,"1,330,000"
1995,COLORADO,"1,400,000"
1996,COLORADO,"1,510,000"
1997,COLORADO,"1,590,000"
1998,COLORADO,"1,410,000"
1999,COLORADO,"1,520,000"
2000,COLORADO,"1,450,000"
2001,COLORADO,"1,600,000"
2002,COLORADO,"1,330,000"
2003,COLORADO,"1,500,000"
2004,COLORADO,"1,520,000"
2005,COLORADO,"1,550,000"
2006,COLORADO,"1,530,000"
2007,COLORADO,"1,570,000"
2008,COLORADO,"1,570,000"
2009,COLORADO,"1,600,000"
2010,COLORADO,"1,600,000"
2011,COLORADO,"1,620,000"
2012,COLORADO,"1,390,000"
2013,COLORADO,"1,310,000"
2014,COLORADO,"1,340,000"
2015,COLORADO,"1,450,000"
2016,COLORADO,"1,380,000"
2017,COLORADO,"1,440,000"
2018,COLORADO,"1,420,000"
2019,COLORADO,"1,460,000"
2020,COLORADO,"1,380,000"
2021,COLORADO,"1,410,000"
1990,CONNECTICUT,"87,000"
1991,CONNECTICUT,"84,000"
1992,CONNECTICUT,"86,000"
1993,CONNECTICUT,"70,000"
1994,CONNECTICUT,"83,000"
1995,CONNECTICUT,"73,000"
1996,CONNECTICUT,"80,000"
1997,CONNECTICUT,"72,000"
1998,CONNECTICUT,"63,000"
1999,CONNECTICUT,"61,000"
2000,CONNECTICUT,"65,000"
2001,CONNECTICUT,"63,000"
2002,CONNECTICUT,"62,000"
2003,CONNECTICUT,"63,000"
2004,CONNECTICUT,"66,000"
2005,CONNECTICUT,"63,000"
2006,CONNECTICUT,"62,000"
2007,CONNECTICUT,"61,000"
2008,CONNECTICUT,"55,000"
2009,CONNECTICUT,"62,000"
2010,CONNECTICUT,"59,000"
2011,CONNECTICUT,"58,000"
2012,CONNECTICUT,"56,000"
2013,CONNECTICUT,"47,000"
2014,CONNECTICUT,"53,000"
2015,CONNECTICUT,"53,000"
2016,CONNECTICUT,"46,000"
2017,CONNECTICUT,"48,000"
2018,CONNECTICUT,"47,000"
2019,CONNECTICUT,"47,000"
2020,CONNECTICUT,"46,000"
2021,CONNECTICUT,"45,000"
1990,DELAWARE,"23,000"
1991,DELAWARE,"20,000"
1992,DELAWARE,"20,000"
1993,DELAWARE,"17,000"
1994,DELAWARE,"15,000"
1995,DELAWARE,"11,000"
1996,DELAWARE,"15,000"
1997,DELAWARE,"15,000"
1998,DELAWARE,"16,000"
1999,DELAWARE,"15,000"
2000,DELAWARE,"17,000"
2001,DELAWARE,"17,000"
2002,DELAWARE,"15,000"
2003,DELAWARE,"13,000"
2004,DELAWARE,"14,000"
2005,DELAWARE,"14,000"
2006,DELAWARE,"14,000"
2007,DELAWARE,"15,000"
2008,DELAWARE,"18,000"
2009,DELAWARE,"17,000"
2010,DELAWARE,"15,000"
2011,DELAWARE,"15,000"
2012,DELAWARE,"16,000"
2013,DELAWARE,"18,000"
2014,DELAWARE,"13,000"
2015,DELAWARE,"14,000"
2016,DELAWARE,"17,000"
2017,DELAWARE,"15,000"
2018,DELAWARE,"13,000"
2019,DELAWARE,"14,000"
2020,DELAWARE,"14,000"
2021,DELAWARE,"11,000"
1990,FLORIDA,"240,000"
1991,FLORIDA,"230,000"
1992,FLORIDA,"270,000"
1993,FLORIDA,"250,000"
1994,FLORIDA,"240,000"
1995,FLORIDA,"230,000"
1996,FLORIDA,"240,000"
1997,FLORIDA,"250,000"
1998,FLORIDA,"250,000"
1999,FLORIDA,"260,000"
2000,FLORIDA,"270,000"
2001,FLORIDA,"270,000"
2002,FLORIDA,"280,000"
2003,FLORIDA,"255,000"
2004,FLORIDA,"260,000"
2005,FLORIDA,"290,000"
2006,FLORIDA,"300,000"
2007,FLORIDA,"320,000"
2008,FLORIDA,"300,000"
2009,FLORIDA,"300,000"
2010,FLORIDA,"320,000"
2011,FLORIDA,"260,000"
2012,FLORIDA,"320,000"
2013,FLORIDA,"300,000"
2014,FLORIDA,"320,000"
2015,FLORIDA,"290,000"
2016,FLORIDA,"300,000"
2017,FLORIDA,"300,000"
2018,FLORIDA,"280,000"
2019,FLORIDA,"270,000"
2020,FLORIDA,"280,000"
2021,FLORIDA,"290,000"
1990,GEORGIA,"570,000"
1991,GEORGIA,"600,000"
1992,GEORGIA,"580,000"
1993,GEORGIA,"600,000"
1994,GEORGIA,"650,000"
1995,GEORGIA,"600,000"
1996,GEORGIA,"600,000"
1997,GEORGIA,"600,000"
1998,GEORGIA,"650,000"
1999,GEORGIA,"600,000"
2000,GEORGIA,"650,000"
2001,GEORGIA,"650,000"
2002,GEORGIA,"650,000"
2003,GEORGIA,"600,000"
2004,GEORGIA,"600,000"
2005,GEORGIA,"550,000"
2006,GEORGIA,"650,000"
2007,GEORGIA,"670,000"
2008,GEORGIA,"720,000"
2009,GEORGIA,"700,000"
2010,GEORGIA,"650,000"
2011,GEORGIA,"590,000"
2012,GEORGIA,"580,000"
2013,GEORGIA,"580,000"
2014,GEORGIA,"580,000"
2015,GEORGIA,"570,000"
2016,GEORGIA,"600,000"
2017,GEORGIA,"620,000"
2018,GEORGIA,"600,000"
2019,GEORGIA,"560,000"
2020,GEORGIA,"570,000"
2021,GEORGIA,"560,000"
1990,IDAHO,"1,130,000"
1991,IDAHO,"1,230,000"
1992,IDAHO,"1,070,000"
1993,IDAHO,"1,330,000"
1994,IDAHO,"1,250,000"
1995,IDAHO,"1,400,000"
1996,IDAHO,"1,280,000"
1997,IDAHO,"1,300,000"
1998,IDAHO,"1,400,000"
1999,IDAHO,"1,430,000"
2000,IDAHO,"1,390,000"
2001,IDAHO,"1,420,000"
2002,IDAHO,"1,490,000"
2003,IDAHO,"1,500,000"
2004,IDAHO,"1,480,000"
2005,IDAHO,"1,370,000"
2006,IDAHO,"1,470,000"
2007,IDAHO,"1,450,000"
2008,IDAHO,"1,410,000"
2009,IDAHO,"1,510,000"
2010,IDAHO,"1,470,000"
2011,IDAHO,"1,350,000"
2012,IDAHO,"1,340,000"
2013,IDAHO,"1,480,000"
2014,IDAHO,"1,390,000"
2015,IDAHO,"1,330,000"
2016,IDAHO,"1,330,000"
2017,IDAHO,"1,430,000"
2018,IDAHO,"1,340,000"
2019,IDAHO,"1,300,000"
2020,IDAHO,"1,300,000"
2021,IDAHO,"1,290,000"
1990,ILLINOIS,"900,000"
1991,ILLINOIS,"950,000"
1992,ILLINOIS,"1,070,000"
1993,ILLINOIS,"1,200,000"
1994,ILLINOIS,"1,050,000"
1995,ILLINOIS,"1,000,000"
1996,ILLINOIS,"950,000"
1997,ILLINOIS,"970,000"
1998,ILLINOIS,"930,000"
1999,ILLINOIS,"830,000"
2000,ILLINOIS,"830,000"
2001,ILLINOIS,"800,000"
2002,ILLINOIS,"775,000"
2003,ILLINOIS,"775,000"
2004,ILLINOIS,"750,000"
2005,ILLINOIS,"730,000"
2006,ILLINOIS,"730,000"
2007,ILLINOIS,"680,000"
2008,ILLINOIS,"620,000"
2009,ILLINOIS,"610,000"
2010,ILLINOIS,"600,000"
2011,ILLINOIS,"540,000"
2012,ILLINOIS,"540,000"
2013,ILLINOIS,"660,000"
2014,ILLINOIS,"520,000"
2015,ILLINOIS,"490,000"
2016,ILLINOIS,"480,000"
2017,ILLINOIS,"490,000"
2018,ILLINOIS,"470,000"
2019,ILLINOIS,"420,000"
2020,ILLINOIS,"490,000"
2021,ILLINOIS,"420,000"
1990,INDIANA,"700,000"
1991,INDIANA,"675,000"
1992,INDIANA,"630,000"
1993,INDIANA,"700,000"
1994,INDIANA,"650,000"
1995,INDIANA,"720,000"
1996,INDIANA,"725,000"
1997,INDIANA,"725,000"
1998,INDIANA,"730,000"
1999,INDIANA,"700,000"
2000,INDIANA,"750,000"
2001,INDIANA,"610,000"
2002,INDIANA,"600,000"
2003,INDIANA,"650,000"
2004,INDIANA,"660,000"
2005,INDIANA,"650,000"
2006,INDIANA,"630,000"
2007,INDIANA,"610,000"
2008,INDIANA,"590,000"
2009,INDIANA,"620,000"
2010,INDIANA,"620,000"
2011,INDIANA,"630,000"
2012,INDIANA,"560,000"
2013,INDIANA,"640,000"
2014,INDIANA,"600,000"
2015,INDIANA,"560,000"
2016,INDIANA,"500,000"
2017,INDIANA,"540,000"
2018,INDIANA,"510,000"
2019,INDIANA,"520,000"
2020,INDIANA,"500,000"
2021,INDIANA,"530,000"
1990,IOWA,"2,000,000"
1991,IOWA,"1,800,000"
1992,IOWA,"1,950,000"
1993,IOWA,"2,050,000"
1994,IOWA,"1,750,000"
1995,IOWA,"1,700,000"
1996,IOWA,"1,650,000"
1997,IOWA,"1,650,000"
1998,IOWA,"1,570,000"
1999,IOWA,"1,700,000"
2000,IOWA,"1,730,000"
2001,IOWA,"1,650,000"
2002,IOWA,"1,600,000"
2003,IOWA,"1,600,000"
2004,IOWA,"1,600,000"
2005,IOWA,"1,600,000"
2006,IOWA,"1,470,000"
2007,IOWA,"1,380,000"
2008,IOWA,"1,550,000"
2009,IOWA,"1,220,000"
2010,IOWA,"1,200,000"
2011,IOWA,"1,140,000"
2012,IOWA,"1,120,000"
2013,IOWA,"1,170,000"
2014,IOWA,"1,155,000"
2015,IOWA,"1,160,000"
2016,IOWA,"910,000"
2017,IOWA,"1,060,000"
2018,IOWA,"940,000"
2019,IOWA,"1,020,000"
2020,IOWA,"1,160,000"
2021,IOWA,"1,150,000"
1990,KANSAS,"2,500,000"
1991,KANSAS,"2,500,000"
1992,KANSAS,"2,400,000"
1993,KANSAS,"2,450,000"
1994,KANSAS,"2,450,000"
1995,KANSAS,"2,600,000"
1996,KANSAS,"2,500,000"
1997,KANSAS,"2,700,000"
1998,KANSAS,"2,900,000"
1999,KANSAS,"2,750,000"
2000,KANSAS,"2,850,000"
2001,KANSAS,"3,300,000"
2002,KANSAS,"3,250,000"
2003,KANSAS,"3,250,000"
2004,KANSAS,"3,350,000"
2005,KANSAS,"2,900,000"
2006,KANSAS,"3,050,000"
2007,KANSAS,"2,900,000"
2008,KANSAS,"2,750,000"
2009,KANSAS,"2,550,000"
2010,KANSAS,"2,550,000"
2011,KANSAS,"2,400,000"
2012,KANSAS,"2,600,000"
2013,KANSAS,"2,750,000"
2014,KANSAS,"2,300,000"
2015,KANSAS,"2,450,000"
2016,KANSAS,"2,600,000"
2017,KANSAS,"2,470,000"
2018,KANSAS,"2,360,000"
2019,KANSAS,"2,280,000"
2020,KANSAS,"2,590,000"
2021,KANSAS,"2,340,000"
1990,KENTUCKY,"2,200,000"
1991,KENTUCKY,"2,300,000"
1992,KENTUCKY,"2,170,000"
1993,KENTUCKY,"2,220,000"
1994,KENTUCKY,"2,250,000"
1995,KENTUCKY,"2,400,000"
1996,KENTUCKY,"2,400,000"
1997,KENTUCKY,"2,100,000"
1998,KENTUCKY,"2,350,000"
1999,KENTUCKY,"2,380,000"
2000,KENTUCKY,"2,430,000"
2001,KENTUCKY,"2,360,000"
2002,KENTUCKY,"2,420,000"
2003,KENTUCKY,"2,450,000"
2004,KENTUCKY,"2,340,000"
2005,KENTUCKY,"2,410,000"
2006,KENTUCKY,"2,480,000"
2007,KENTUCKY,"2,680,000"
2008,KENTUCKY,"2,640,000"
2009,KENTUCKY,"2,520,000"
2010,KENTUCKY,"2,330,000"
2011,KENTUCKY,"2,110,000"
2012,KENTUCKY,"2,130,000"
2013,KENTUCKY,"2,400,000"
2014,KENTUCKY,"2,265,000"
2015,KENTUCKY,"2,370,000"
2016,KENTUCKY,"2,260,000"
2017,KENTUCKY,"2,125,000"
2018,KENTUCKY,"1,895,000"
2019,KENTUCKY,"1,945,000"
2020,KENTUCKY,"2,195,000"
2021,KENTUCKY,"2,235,000"
1990,LOUISIANA,"300,000"
1991,LOUISIANA,"300,000"
1992,LOUISIANA,"320,000"
1993,LOUISIANA,"280,000"
1994,LOUISIANA,"290,000"
1995,LOUISIANA,"310,000"
1996,LOUISIANA,"310,000"
1997,LOUISIANA,"395,000"
1998,LOUISIANA,"330,000"
1999,LOUISIANA,"380,000"
2000,LOUISIANA,"350,000"
2001,LOUISIANA,"450,000"
2002,LOUISIANA,"420,000"
2003,LOUISIANA,"380,000"
2004,LOUISIANA,"370,000"
2005,LOUISIANA,"350,000"
2006,LOUISIANA,"390,000"
2007,LOUISIANA,"420,000"
2008,LOUISIANA,"430,000"
2009,LOUISIANA,"380,000"
2010,LOUISIANA,"450,000"
2011,LOUISIANA,"430,000"
2012,LOUISIANA,"460,000"
2013,LOUISIANA,"410,000"
2014,LOUISIANA,"470,000"
2015,LOUISIANA,"430,000"
2016,LOUISIANA,"410,000"
2017,LOUISIANA,"400,000"
2018,LOUISIANA,"380,000"
2019,LOUISIANA,"390,000"
2020,LOUISIANA,"400,000"
2021,LOUISIANA,"390,000"
1990,MAINE,"192,000"
1991,MAINE,"201,000"
1992,MAINE,"236,000"
1993,MAINE,"229,000"
1994,MAINE,"214,000"
1995,MAINE,"225,000"
1996,MAINE,"185,000"
1997,MAINE,"165,000"
1998,MAINE,"158,000"
1999,MAINE,"162,000"
2000,MAINE,"147,000"
2001,MAINE,"145,000"
2002,MAINE,"157,000"
2003,MAINE,"144,000"
2004,MAINE,"155,000"
2005,MAINE,"151,000"
2006,MAINE,"140,000"
2007,MAINE,"144,000"
2008,MAINE,"138,000"
2009,MAINE,"149,000"
2010,MAINE,"137,000"
2011,MAINE,"132,000"
2012,MAINE,"130,000"
2013,MAINE,"135,000"
2014,MAINE,"150,000"
2015,MAINE,"135,000"
2016,MAINE,"140,000"
2017,MAINE,"125,000"
2018,MAINE,"110,000"
2019,MAINE,"110,000"
2020,MAINE,"104,000"
2021,MAINE,"114,000"
1990,MARYLAND,"225,000"
1991,MARYLAND,"215,000"
1992,MARYLAND,"220,000"
1993,MARYLAND,"210,000"
1994,MARYLAND,"200,000"
1995,MARYLAND,"205,000"
1996,MARYLAND,"220,000"
1997,MARYLAND,"200,000"
1998,MARYLAND,"200,000"
1999,MARYLAND,"210,000"
2000,MARYLAND,"235,000"
2001,MARYLAND,"225,000"
2002,MARYLAND,"220,000"
2003,MARYLAND,"195,000"
2004,MARYLAND,"215,000"
2005,MARYLAND,"190,000"
2006,MARYLAND,"205,000"
2007,MARYLAND,"215,000"
2008,MARYLAND,"205,000"
2009,MARYLAND,"210,000"
2010,MARYLAND,"215,000"
2011,MARYLAND,"220,000"
2012,MARYLAND,"175,000"
2013,MARYLAND,"225,000"
2014,MARYLAND,"195,000"
2015,MARYLAND,"215,000"
2016,MARYLAND,"215,000"
2017,MARYLAND,"190,000"
2018,MARYLAND,"195,000"
2019,MARYLAND,"189,000"
2020,MARYLAND,"200,000"
2021,MARYLAND,"189,000"
1990,MASSACHUSETTS,"104,000"
1991,MASSACHUSETTS,"99,000"
1992,MASSACHUSETTS,"104,000"
1993,MASSACHUSETTS,"103,000"
1994,MASSACHUSETTS,"106,000"
1995,MASSACHUSETTS,"100,000"
1996,MASSACHUSETTS,"90,000"
1997,MASSACHUSETTS,"92,000"
1998,MASSACHUSETTS,"103,000"
1999,MASSACHUSETTS,"107,000"
2000,MASSACHUSETTS,"96,000"
2001,MASSACHUSETTS,"97,000"
2002,MASSACHUSETTS,"86,000"
2003,MASSACHUSETTS,"77,000"
2004,MASSACHUSETTS,"84,000"
2005,MASSACHUSETTS,"85,000"
2006,MASSACHUSETTS,"78,000"
2007,MASSACHUSETTS,"79,000"
2008,MASSACHUSETTS,"73,000"
2009,MASSACHUSETTS,"81,000"
2010,MASSACHUSETTS,"77,000"
2011,MASSACHUSETTS,"74,000"
2012,MASSACHUSETTS,"69,000"
2013,MASSACHUSETTS,"84,000"
2014,MASSACHUSETTS,"75,000"
2015,MASSACHUSETTS,"92,000"
2016,MASSACHUSETTS,"82,000"
2017,MASSACHUSETTS,"78,000"
2018,MASSACHUSETTS,"79,000"
2019,MASSACHUSETTS,"51,000"
2020,MASSACHUSETTS,"60,000"
2021,MASSACHUSETTS,"66,000"
1990,MICHIGAN,"1,450,000"
1991,MICHIGAN,"1,400,000"
1992,MICHIGAN,"1,300,000"
1993,MICHIGAN,"1,400,000"
1994,MICHIGAN,"1,400,000"
1995,MICHIGAN,"1,350,000"
1996,MICHIGAN,"1,300,000"
1997,MICHIGAN,"1,250,000"
1998,MICHIGAN,"1,250,000"
1999,MICHIGAN,"1,300,000"
2000,MICHIGAN,"1,300,000"
2001,MICHIGAN,"1,150,000"
2002,MICHIGAN,"1,100,000"
2003,MICHIGAN,"1,050,000"
2004,MICHIGAN,"1,100,000"
2005,MICHIGAN,"1,150,000"
2006,MICHIGAN,"1,120,000"
2007,MICHIGAN,"1,050,000"
2008,MICHIGAN,"1,020,000"
2009,MICHIGAN,"990,000"
2010,MICHIGAN,"1,000,000"
2011,MICHIGAN,"1,000,000"
2012,MICHIGAN,"970,000"
2013,MICHIGAN,"940,000"
2014,MICHIGAN,"980,000"
2015,MICHIGAN,"970,000"
2016,MICHIGAN,"870,000"
2017,MICHIGAN,"870,000"
2018,MICHIGAN,"810,000"
2019,MICHIGAN,"780,000"
2020,MICHIGAN,"780,000"
2021,MICHIGAN,"790,000"
1990,MINNESOTA,"2,400,000"
1991,MINNESOTA,"2,450,000"
1992,MINNESOTA,"2,150,000"
1993,MINNESOTA,"2,250,000"
1994,MINNESOTA,"2,300,000"
1995,MINNESOTA,"2,275,000"
1996,MINNESOTA,"2,225,000"
1997,MINNESOTA,"2,325,000"
1998,MINNESOTA,"2,400,000"
1999,MINNESOTA,"2,450,000"
2000,MINNESOTA,"2,250,000"
2001,MINNESOTA,"2,150,000"
2002,MINNESOTA,"2,100,000"
2003,MINNESOTA,"2,075,000"
2004,MINNESOTA,"2,000,000"
2005,MINNESOTA,"2,050,000"
2006,MINNESOTA,"2,070,000"
2007,MINNESOTA,"1,800,000"
2008,MINNESOTA,"1,950,000"
2009,MINNESOTA,"2,050,000"
2010,MINNESOTA,"1,900,000"
2011,MINNESOTA,"1,830,000"
2012,MINNESOTA,"1,750,000"
2013,MINNESOTA,"1,900,000"
2014,MINNESOTA,"1,910,000"
2015,MINNESOTA,"1,570,000"
2016,MINNESOTA,"1,520,000"
2017,MINNESOTA,"1,360,000"
2018,MINNESOTA,"1,220,000"
2019,MINNESOTA,"1,100,000"
2020,MINNESOTA,"1,230,000"
2021,MINNESOTA,"1,230,000"
1990,MISSISSIPPI,"575,000"
1991,MISSISSIPPI,"720,000"
1992,MISSISSIPPI,"750,000"
1993,MISSISSIPPI,"720,000"
1994,MISSISSIPPI,"750,000"
1995,MISSISSIPPI,"725,000"
1996,MISSISSIPPI,"800,000"
1997,MISSISSIPPI,"720,000"
1998,MISSISSIPPI,"790,000"
1999,MISSISSIPPI,"850,000"
2000,MISSISSIPPI,"770,000"
2001,MISSISSIPPI,"780,000"
2002,MISSISSIPPI,"750,000"
2003,MISSISSIPPI,"750,000"
2004,MISSISSIPPI,"720,000"
2005,MISSISSIPPI,"730,000"
2006,MISSISSIPPI,"780,000"
2007,MISSISSIPPI,"800,000"
2008,MISSISSIPPI,"720,000"
2009,MISSISSIPPI,"700,000"
2010,MISSISSIPPI,"700,000"
2011,MISSISSIPPI,"720,000"
2012,MISSISSIPPI,"750,000"
2013,MISSISSIPPI,"720,000"
2014,MISSISSIPPI,"600,000"
2015,MISSISSIPPI,"680,000"
2016,MISSISSIPPI,"640,000"
2017,MISSISSIPPI,"610,000"
2018,MISSISSIPPI,"590,000"
2019,MISSISSIPPI,"610,000"
2020,MISSISSIPPI,"650,000"
2021,MISSISSIPPI,"630,000"
1990,MISSOURI,"3,580,000"
1991,MISSOURI,"3,650,000"
1992,MISSOURI,"3,600,000"
1993,MISSOURI,"3,550,000"
1994,MISSOURI,"3,450,000"
1995,MISSOURI,"3,450,000"
1996,MISSOURI,"3,880,000"
1997,MISSOURI,"3,650,000"
1998,MISSOURI,"3,900,000"
1999,MISSOURI,"3,990,000"
2000,MISSOURI,"4,090,000"
2001,MISSOURI,"4,280,000"
2002,MISSOURI,"4,250,000"
2003,MISSOURI,"4,250,000"
2004,MISSOURI,"4,350,000"
2005,MISSOURI,"3,970,000"
2006,MISSOURI,"4,140,000"
2007,MISSOURI,"4,050,000"
2008,MISSOURI,"4,200,000"
2009,MISSOURI,"3,880,000"
2010,MISSOURI,"3,840,000"
2011,MISSOURI,"3,750,000"
2012,MISSOURI,"3,640,000"
2013,MISSOURI,"4,030,000"
2014,MISSOURI,"3,480,000"
2015,MISSOURI,"2,960,000"
2016,MISSOURI,"2,830,000"
2017,MISSOURI,"3,000,000"
2018,MISSOURI,"3,070,000"
2019,MISSOURI,"3,360,000"
2020,MISSOURI,"3,070,000"
2021,MISSOURI,"3,120,000"
1990,MONTANA,"2,050,000"
1991,MONTANA,"2,150,000"
1992,MONTANA,"2,080,000"
1993,MONTANA,"2,230,000"
1994,MONTANA,"2,200,000"
1995,MONTANA,"2,400,000"
1996,MONTANA,"2,600,000"
1997,MONTANA,"2,600,000"
1998,MONTANA,"2,450,000"
1999,MONTANA,"2,550,000"
2000,MONTANA,"2,100,000"
2001,MONTANA,"2,650,000"
2002,MONTANA,"2,600,000"
2003,MONTANA,"2,450,000"
2004,MONTANA,"2,500,000"
2005,MONTANA,"3,000,000"
2006,MONTANA,"2,260,000"
2007,MONTANA,"2,600,000"
2008,MONTANA,"2,400,000"
2009,MONTANA,"2,500,000"
2010,MONTANA,"2,850,000"
2011,MONTANA,"2,700,000"
2012,MONTANA,"2,200,000"
2013,MONTANA,"2,800,000"
2014,MONTANA,"2,730,000"
2015,MONTANA,"2,500,000"
2016,MONTANA,"2,600,000"
2017,MONTANA,"2,500,000"
2018,MONTANA,"2,900,000"
2019,MONTANA,"3,000,000"
2020,MONTANA,"2,860,000"
2021,MONTANA,"2,820,000"
1990,NEBRASKA,"3,650,000"
1991,NEBRASKA,"3,600,000"
1992,NEBRASKA,"3,450,000"
1993,NEBRASKA,"3,450,000"
1994,NEBRASKA,"3,300,000"
1995,NEBRASKA,"3,150,000"
1996,NEBRASKA,"3,150,000"
1997,NEBRASKA,"3,200,000"
1998,NEBRASKA,"3,200,000"
1999,NEBRASKA,"3,200,000"
2000,NEBRASKA,"2,950,000"
2001,NEBRASKA,"3,200,000"
2002,NEBRASKA,"3,050,000"
2003,NEBRASKA,"3,150,000"
2004,NEBRASKA,"2,800,000"
2005,NEBRASKA,"2,850,000"
2006,NEBRASKA,"2,750,000"
2007,NEBRASKA,"2,650,000"
2008,NEBRASKA,"2,570,000"
2009,NEBRASKA,"2,700,000"
2010,NEBRASKA,"2,690,000"
2011,NEBRASKA,"2,480,000"
2012,NEBRASKA,"2,570,000"
2013,NEBRASKA,"2,500,000"
2014,NEBRASKA,"2,580,000"
2015,NEBRASKA,"2,700,000"
2016,NEBRASKA,"2,380,000"
2017,NEBRASKA,"2,510,000"
2018,NEBRASKA,"2,700,000"
2019,NEBRASKA,"2,450,000"
2020,NEBRASKA,"2,740,000"
2021,NEBRASKA,"2,510,000"
1990,NEVADA,"490,000"
1991,NEVADA,"475,000"
1992,NEVADA,"380,000"
1993,NEVADA,"505,000"
1994,NEVADA,"470,000"
1995,NEVADA,"480,000"
1996,NEVADA,"480,000"
1997,NEVADA,"490,000"
1998,NEVADA,"485,000"
1999,NEVADA,"490,000"
