Year,State,Value
2020,VERMONT,"17,000"
2020,VIRGINIA,"35,000"
2020,WASHINGTON,"410,000"
2020,WEST VIRGINIA,"10,000"
2020,WISCONSIN,"840,000"
2020,WYOMING,"610,000"
2019,ARIZONA,"280,000"
2019,ARKANSAS,"3,000"
2019,CALIFORNIA,"580,000"
2019,COLORADO,"730,000"
2019,CONNECTICUT,"7,000"
2019,DELAWARE,"3,000"
2019,IDAHO,"1,010,000"
2019,ILLINOIS,"200,000"
2019,INDIANA,"220,000"
2019,IOWA,"700,000"
2019,KANSAS,"630,000"
2019,KENTUCKY,"145,000"
2019,MAINE,"10,000"
2019,MARYLAND,"34,000"
2019,MASSACHUSETTS,"6,000"
2019,MICHIGAN,"550,000"
2019,MINNESOTA,"730,000"
2019,MISSOURI,"260,000"
2019,MONTANA,"2,100,000"
2019,NEBRASKA,"950,000"
2019,NEVADA,"225,000"
2019,NEW HAMPSHIRE,"4,000"
2019,NEW JERSEY,"11,000"
2019,NEW MEXICO,"160,000"
2019,NEW YORK,"290,000"
2019,NORTH CAROLINA,"6,000"
2019,NORTH DAKOTA,"1,220,000"
2019,OHIO,"330,000"
2019,OKLAHOMA,"205,000"
2019,OREGON,"400,000"
2019,OTHER STATES,0
2019,PENNSYLVANIA,"290,000"
2019,RHODE ISLAND,"1,000"
2019,SOUTH DAKOTA,"1,900,000"
2019,TENNESSEE,"13,000"
2019,TEXAS,"120,000"
2019,UTAH,"510,000"
2019,VERMONT,"20,000"
2019,VIRGINIA,"45,000"
2019,WASHINGTON,"330,000"
2019,WEST VIRGINIA,"15,000"
2019,WISCONSIN,"880,000"
2019,WYOMING,"620,000"
2018,ARIZONA,"260,000"
2018,ARKANSAS,"3,000"
2018,CALIFORNIA,"620,000"
2018,COLORADO,"730,000"
2018,CONNECTICUT,"7,000"
2018,DELAWARE,"4,000"
2018,IDAHO,"1,050,000"
2018,ILLINOIS,"250,000"
2018,INDIANA,"240,000"
2018,IOWA,"620,000"
2018,KANSAS,"610,000"
2018,KENTUCKY,"145,000"
2018,MAINE,"10,000"
2018,MARYLAND,"40,000"
2018,MASSACHUSETTS,"9,000"
2018,MICHIGAN,"590,000"
2018,MINNESOTA,"720,000"
2018,MISSOURI,"270,000"
2018,MONTANA,"1,900,000"
2018,NEBRASKA,"850,000"
2018,NEVADA,"185,000"
2018,NEW HAMPSHIRE,"4,000"
2018,NEW JERSEY,"9,000"
2018,NEW MEXICO,"160,000"
2018,NEW YORK,"300,000"
2018,NORTH CAROLINA,"6,000"
2018,NORTH DAKOTA,"1,470,000"
2018,OHIO,"350,000"
2018,OKLAHOMA,"230,000"
2018,OREGON,"420,000"
2018,OTHER STATES,0
2018,PENNSYLVANIA,"300,000"
2018,RHODE ISLAND,"1,000"
2018,SOUTH DAKOTA,"1,750,000"
2018,TENNESSEE,"20,000"
2018,TEXAS,"140,000"
2018,UTAH,"500,000"
2018,VERMONT,"20,000"
2018,VIRGINIA,"40,000"
2018,WASHINGTON,"350,000"
2018,WEST VIRGINIA,"15,000"
2018,WISCONSIN,"820,000"
2018,WYOMING,"590,000"
2017,ARIZONA,"285,000"
2017,ARKANSAS,"3,000"
2017,CALIFORNIA,"700,000"
2017,COLORADO,"720,000"
2017,CONNECTICUT,"8,000"
2017,DELAWARE,"5,000"
2017,IDAHO,"1,060,000"
2017,ILLINOIS,"230,000"
2017,INDIANA,"250,000"
2017,IOWA,"720,000"
2017,KANSAS,"570,000"
2017,KENTUCKY,"185,000"
2017,MAINE,"10,000"
2017,MARYLAND,"35,000"
2017,MASSACHUSETTS,"8,000"
2017,MICHIGAN,"610,000"
2017,MINNESOTA,"870,000"
2017,MISSOURI,"300,000"
2017,MONTANA,"1,650,000"
2017,NEBRASKA,"860,000"
2017,NEVADA,"225,000"
2017,NEW HAMPSHIRE,"5,000"
2017,NEW JERSEY,"13,000"
2017,NEW MEXICO,"190,000"
2017,NEW YORK,"400,000"
2017,NORTH CAROLINA,"7,000"
2017,NORTH DAKOTA,"1,380,000"
2017,OHIO,"350,000"
2017,OKLAHOMA,"280,000"
2017,OREGON,"420,000"
2017,OTHER STATES,0
2017,PENNSYLVANIA,"430,000"
2017,RHODE ISLAND,"1,000"
2017,SOUTH DAKOTA,"1,550,000"
2017,TENNESSEE,"15,000"
2017,TEXAS,"120,000"
2017,UTAH,"550,000"
2017,VERMONT,"30,000"
2017,VIRGINIA,"65,000"
2017,WASHINGTON,"390,000"
2017,WEST VIRGINIA,"17,000"
2017,WISCONSIN,"910,000"
2017,WYOMING,"580,000"
2016,ARIZONA,"285,000"
2016,ARKANSAS,"4,000"
2016,CALIFORNIA,"720,000"
2016,COLORADO,"680,000"
2016,CONNECTICUT,"6,000"
2016,DELAWARE,"5,000"
2016,IDAHO,"1,000,000"
2016,ILLINOIS,"230,000"
2016,INDIANA,"210,000"
2016,IOWA,"550,000"
2016,KANSAS,"700,000"
2016,KENTUCKY,"160,000"
2016,MAINE,"10,000"
2016,MARYLAND,"35,000"
2016,MASSACHUSETTS,"7,000"
2016,MICHIGAN,"640,000"
2016,MINNESOTA,"1,000,000"
2016,MISSOURI,"230,000"
2016,MONTANA,"1,800,000"
2016,NEBRASKA,"780,000"
2016,NEVADA,"200,000"
2016,NEW HAMPSHIRE,"5,000"
2016,NEW JERSEY,"12,000"
2016,NEW MEXICO,"190,000"
2016,NEW YORK,"350,000"
2016,NORTH CAROLINA,"7,000"
2016,NORTH DAKOTA,"1,430,000"
2016,OHIO,"365,000"
2016,OKLAHOMA,"210,000"
2016,OREGON,"420,000"
2016,OTHER STATES,0
2016,PENNSYLVANIA,"350,000"
2016,RHODE ISLAND,"1,000"
2016,SOUTH DAKOTA,"1,700,000"
2016,TENNESSEE,"15,000"
2016,TEXAS,"130,000"
2016,UTAH,"530,000"
2016,VERMONT,"30,000"
2016,VIRGINIA,"65,000"
2016,WASHINGTON,"430,000"
2016,WEST VIRGINIA,"17,000"
2016,WISCONSIN,"1,000,000"
2016,WYOMING,"520,000"
2015,ARIZONA,"300,000"
2015,ARKANSAS,"5,000"
2015,CALIFORNIA,"790,000"
2015,COLORADO,"700,000"
2015,CONNECTICUT,"7,000"
2015,DELAWARE,"4,000"
2015,IDAHO,"1,000,000"
2015,ILLINOIS,"230,000"
2015,INDIANA,"230,000"
2015,IOWA,"770,000"
2015,KANSAS,"650,000"
2015,KENTUCKY,"170,000"
2015,MAINE,"10,000"
2015,MARYLAND,"35,000"
2015,MASSACHUSETTS,"9,000"
2015,MICHIGAN,"660,000"
2015,MINNESOTA,"1,050,000"
2015,MISSOURI,"260,000"
2015,MONTANA,"1,700,000"
2015,NEBRASKA,"850,000"
2015,NEVADA,"200,000"
2015,NEW HAMPSHIRE,"5,000"
2015,NEW JERSEY,"12,000"
2015,NEW MEXICO,"190,000"
2015,NEW YORK,"280,000"
2015,NORTH CAROLINA,"7,000"
2015,NORTH DAKOTA,"1,500,000"
2015,OHIO,"350,000"
2015,OKLAHOMA,"220,000"
2015,OREGON,"370,000"
2015,PENNSYLVANIA,"430,000"
2015,RHODE ISLAND,"1,000"
2015,SOUTH DAKOTA,"1,900,000"
2015,TENNESSEE,"15,000"
2015,TEXAS,"130,000"
2015,UTAH,"510,000"
2015,VERMONT,"35,000"
2015,VIRGINIA,"75,000"
2015,WASHINGTON,"390,000"
2015,WEST VIRGINIA,"20,000"
2015,WISCONSIN,"1,200,000"
2015,WYOMING,"540,000"
2014,ARIZONA,"260,000"
2014,ARKANSAS,"5,000"
2014,CALIFORNIA,"825,000"
2014,COLORADO,"740,000"
2014,CONNECTICUT,"8,000"
2014,DELAWARE,"4,000"
2014,IDAHO,"1,090,000"
2014,ILLINOIS,"270,000"
2014,INDIANA,"240,000"
2014,IOWA,"810,000"
2014,KANSAS,"600,000"
2014,KENTUCKY,"165,000"
2014,MAINE,"10,000"
2014,MARYLAND,"35,000"
2014,MASSACHUSETTS,"10,000"
2014,MICHIGAN,"640,000"
2014,MINNESOTA,"1,100,000"
2014,MISSOURI,"280,000"
2014,MONTANA,"1,850,000"
2014,NEBRASKA,"830,000"
2014,NEVADA,"280,000"
2014,NEW HAMPSHIRE,"5,000"
2014,NEW JERSEY,"14,000"
2014,NEW MEXICO,"210,000"
2014,NEW YORK,"290,000"
2014,NORTH CAROLINA,"10,000"
2014,NORTH DAKOTA,"1,650,000"
2014,OHIO,"320,000"
2014,OKLAHOMA,"290,000"
2014,OREGON,"350,000"
2014,PENNSYLVANIA,"350,000"
2014,RHODE ISLAND,"1,000"
2014,SOUTH DAKOTA,"1,900,000"
2014,TENNESSEE,"16,000"
2014,TEXAS,"140,000"
2014,UTAH,"520,000"
2014,VERMONT,"35,000"
2014,VIRGINIA,"75,000"
2014,WASHINGTON,"420,000"
2014,WEST VIRGINIA,"18,000"
2014,WISCONSIN,"1,250,000"
2014,WYOMING,"490,000"
2013,ARIZONA,"250,000"
2013,ARKANSAS,"5,000"
2013,CALIFORNIA,"830,000"
2013,COLORADO,"650,000"
2013,CONNECTICUT,"7,000"
2013,DELAWARE,"6,000"
2013,IDAHO,"1,120,000"
2013,ILLINOIS,"340,000"
2013,INDIANA,"280,000"
2013,IOWA,"730,000"
2013,KANSAS,"550,000"
2013,KENTUCKY,"200,000"
2013,MAINE,"10,000"
2013,MARYLAND,"30,000"
2013,MASSACHUSETTS,"9,000"
2013,MICHIGAN,"610,000"
2013,MINNESOTA,"950,000"
2013,MISSOURI,"330,000"
2013,MONTANA,"1,800,000"
2013,NEBRASKA,"700,000"
2013,NEVADA,"210,000"
2013,NEW HAMPSHIRE,"6,000"
2013,NEW JERSEY,"17,000"
2013,NEW MEXICO,"145,000"
2013,NEW YORK,"350,000"
2013,NORTH CAROLINA,"8,000"
2013,NORTH DAKOTA,"1,620,000"
2013,OHIO,"355,000"
2013,OKLAHOMA,"230,000"
2013,OREGON,"400,000"
2013,PENNSYLVANIA,"340,000"
2013,RHODE ISLAND,"1,000"
2013,SOUTH DAKOTA,"1,800,000"
2013,TENNESSEE,"15,000"
2013,TEXAS,"140,000"
2013,UTAH,"550,000"
2013,VERMONT,"35,000"
2013,VIRGINIA,"90,000"
2013,WASHINGTON,"410,000"
2013,WEST VIRGINIA,"20,000"
2013,WISCONSIN,"1,100,000"
2013,WYOMING,"450,000"
2012,ARIZONA,"250,000"
2012,ARKANSAS,"10,000"
2012,CALIFORNIA,"900,000"
2012,COLORADO,"680,000"
2012,CONNECTICUT,"5,000"
2012,DELAWARE,"6,000"
2012,IDAHO,"1,040,000"
2012,ILLINOIS,"290,000"
2012,INDIANA,"260,000"
2012,IOWA,"730,000"
2012,KANSAS,"600,000"
2012,KENTUCKY,"180,000"
2012,MAINE,"10,000"
2012,MARYLAND,"30,000"
2012,MASSACHUSETTS,"9,000"
2012,MICHIGAN,"660,000"
2012,MINNESOTA,"850,000"
2012,MISSOURI,"240,000"
2012,MONTANA,"1,500,000"
2012,NEBRASKA,"770,000"
2012,NEVADA,"240,000"
2012,NEW HAMPSHIRE,"5,000"
2012,NEW JERSEY,"15,000"
2012,NEW MEXICO,"200,000"
2012,NEW YORK,"380,000"
2012,NORTH CAROLINA,"10,000"
2012,NORTH DAKOTA,"1,290,000"
2012,OHIO,"360,000"
2012,OKLAHOMA,"200,000"
2012,OREGON,"380,000"
2012,PENNSYLVANIA,"400,000"
2012,RHODE ISLAND,"1,000"
2012,SOUTH DAKOTA,"1,600,000"
2012,TENNESSEE,"14,000"
2012,TEXAS,"100,000"
2012,UTAH,"500,000"
2012,VERMONT,"30,000"
2012,VIRGINIA,"70,000"
2012,WASHINGTON,"380,000"
2012,WEST VIRGINIA,"25,000"
2012,WISCONSIN,"1,100,000"
2012,WYOMING,"475,000"
2011,ARIZONA,"250,000"
2011,ARKANSAS,"10,000"
2011,CALIFORNIA,"880,000"
2011,COLORADO,"800,000"
2011,CONNECTICUT,"5,000"
2011,DELAWARE,"5,000"
2011,IDAHO,"1,000,000"
2011,ILLINOIS,"280,000"
2011,INDIANA,"280,000"
2011,IOWA,"820,000"
2011,KANSAS,"650,000"
2011,KENTUCKY,"210,000"
2011,MAINE,"7,000"
2011,MARYLAND,"35,000"
2011,MASSACHUSETTS,"9,000"
2011,MICHIGAN,"700,000"
2011,MINNESOTA,"1,100,000"
2011,MISSOURI,"250,000"
2011,MONTANA,"2,000,000"
2011,NEBRASKA,"780,000"
2011,NEVADA,"250,000"
2011,NEW HAMPSHIRE,"4,000"
2011,NEW JERSEY,"17,000"
2011,NEW MEXICO,"210,000"
2011,NEW YORK,"350,000"
2011,NORTH CAROLINA,"6,000"
2011,NORTH DAKOTA,"1,550,000"
2011,OHIO,"380,000"
2011,OKLAHOMA,"200,000"
2011,OREGON,"400,000"
2011,PENNSYLVANIA,"410,000"
2011,RHODE ISLAND,"1,000"
2011,SOUTH DAKOTA,"2,200,000"
2011,TENNESSEE,"20,000"
2011,TEXAS,"100,000"
2011,UTAH,"580,000"
2011,VERMONT,"30,000"
2011,VIRGINIA,"90,000"
2011,WASHINGTON,"380,000"
2011,WEST VIRGINIA,"25,000"
2011,WISCONSIN,"1,150,000"
2011,WYOMING,"620,000"
2010,ARIZONA,"280,000"
2010,ARKANSAS,"10,000"
2010,CALIFORNIA,"930,000"
2010,COLORADO,"820,000"
2010,CONNECTICUT,"6,000"
2010,DELAWARE,"5,000"
2010,IDAHO,"1,130,000"
2010,ILLINOIS,"340,000"
2010,INDIANA,"300,000"
2010,IOWA,"880,000"
2010,KANSAS,"650,000"
2010,KENTUCKY,"230,000"
2010,MAINE,"7,000"
2010,MARYLAND,"40,000"
2010,MASSACHUSETTS,"7,000"
2010,MICHIGAN,"700,000"
2010,MINNESOTA,"1,100,000"
2010,MISSOURI,"240,000"
2010,MONTANA,"1,950,000"
2010,NEBRASKA,"890,000"
2010,NEVADA,"280,000"
2010,NEW HAMPSHIRE,"5,000"
2010,NEW JERSEY,"20,000"
2010,NEW MEXICO,"220,000"
2010,NEW YORK,"420,000"
2010,NORTH CAROLINA,"7,000"
2010,NORTH DAKOTA,"1,560,000"
2010,OHIO,"390,000"
2010,OKLAHOMA,"310,000"
2010,OREGON,"415,000"
2010,PENNSYLVANIA,"500,000"
2010,RHODE ISLAND,"1,000"
2010,SOUTH DAKOTA,"2,150,000"
2010,TENNESSEE,"15,000"
2010,TEXAS,"120,000"
2010,UTAH,"540,000"
2010,VERMONT,"30,000"
2010,VIRGINIA,"80,000"
2010,WASHINGTON,"450,000"
2010,WEST VIRGINIA,"20,000"
2010,WISCONSIN,"1,300,000"
2010,WYOMING,"620,000"
2009,ARIZONA,"280,000"
2009,ARKANSAS,"15,000"
2009,CALIFORNIA,"1,000,000"
2009,COLORADO,"850,000"
2009,CONNECTICUT,"7,000"
2009,DELAWARE,"5,000"
2009,IDAHO,"1,140,000"
2009,ILLINOIS,"340,000"
2009,INDIANA,"300,000"
2009,IOWA,"920,000"
2009,KANSAS,"850,000"
2009,KENTUCKY,"220,000"
2009,MAINE,"9,000"
2009,MARYLAND,"40,000"
2009,MASSACHUSETTS,"6,000"
2009,MICHIGAN,"700,000"
2009,MINNESOTA,"1,300,000"
2009,MISSOURI,"280,000"
2009,MONTANA,"1,700,000"
2009,NEBRASKA,"950,000"
2009,NEVADA,"280,000"
2009,NEW HAMPSHIRE,"7,000"
2009,NEW JERSEY,"25,000"
2009,NEW MEXICO,"240,000"
2009,NEW YORK,"350,000"
2009,NORTH CAROLINA,"7,000"
2009,NORTH DAKOTA,"1,780,000"
2009,OHIO,"380,000"
2009,OKLAHOMA,"320,000"
2009,OREGON,"400,000"
2009,PENNSYLVANIA,"500,000"
2009,RHODE ISLAND,"1,000"
2009,SOUTH DAKOTA,"2,500,000"
2009,TENNESSEE,"15,000"
2009,TEXAS,"120,000"
2009,UTAH,"530,000"
2009,VERMONT,"35,000"
2009,VIRGINIA,"90,000"
2009,WASHINGTON,"490,000"
2009,WEST VIRGINIA,"25,000"
2009,WISCONSIN,"1,550,000"
2009,WYOMING,"690,000"
2008,ARIZONA,"260,000"
2008,ARKANSAS,"15,000"
2008,CALIFORNIA,"1,030,000"
2008,COLORADO,"820,000"
2008,CONNECTICUT,"9,000"
2008,DELAWARE,"6,000"
2008,IDAHO,"1,130,000"
2008,ILLINOIS,"350,000"
2008,INDIANA,"300,000"
2008,IOWA,"1,150,000"
2008,KANSAS,"700,000"
2008,KENTUCKY,"240,000"
2008,MAINE,"8,000"
2008,MARYLAND,"45,000"
2008,MASSACHUSETTS,"8,000"
2008,MICHIGAN,"770,000"
2008,MINNESOTA,"1,350,000"
2008,MISSOURI,"350,000"
2008,MONTANA,"1,600,000"
2008,NEBRASKA,"970,000"
2008,NEVADA,"270,000"
2008,NEW HAMPSHIRE,"5,000"
2008,NEW JERSEY,"20,000"
2008,NEW MEXICO,"250,000"
2008,NEW YORK,"350,000"
2008,NORTH CAROLINA,"8,000"
2008,NORTH DAKOTA,"1,660,000"
2008,OHIO,"420,000"
2008,OKLAHOMA,"310,000"
2008,OREGON,"420,000"
2008,PENNSYLVANIA,"550,000"
2008,RHODE ISLAND,"1,000"
2008,SOUTH DAKOTA,"2,400,000"
2008,TENNESSEE,"20,000"
2008,TEXAS,"130,000"
2008,UTAH,"550,000"
2008,VERMONT,"30,000"
2008,VIRGINIA,"90,000"
2008,WASHINGTON,"410,000"
2008,WEST VIRGINIA,"25,000"
2008,WISCONSIN,"1,500,000"
2008,WYOMING,"530,000"
2007,ARIZONA,"255,000"
2007,ARKANSAS,"15,000"
2007,CALIFORNIA,"990,000"
2007,COLORADO,"820,000"
2007,CONNECTICUT,"8,000"
2007,DELAWARE,"5,000"
2007,IDAHO,"1,150,000"
2007,ILLINOIS,"380,000"
2007,INDIANA,"280,000"
2007,IOWA,"1,060,000"
2007,KANSAS,"800,000"
2007,KENTUCKY,"280,000"
2007,MAINE,"9,000"
2007,MARYLAND,"40,000"
2007,MASSACHUSETTS,"9,000"
2007,MICHIGAN,"770,000"
2007,MINNESOTA,"1,100,000"
2007,MISSOURI,"400,000"
2007,MONTANA,"1,700,000"
2007,NEBRASKA,"1,100,000"
2007,NEVADA,"265,000"
2007,NEW HAMPSHIRE,"5,000"
2007,NEW JERSEY,"20,000"
2007,NEW MEXICO,"240,000"
2007,NEW YORK,"420,000"
2007,NORTH CAROLINA,"9,000"
2007,NORTH DAKOTA,"1,550,000"
2007,OHIO,"440,000"
2007,OKLAHOMA,"340,000"
2007,OREGON,"410,000"
2007,PENNSYLVANIA,"600,000"
2007,RHODE ISLAND,"1,000"
2007,SOUTH DAKOTA,"2,200,000"
2007,TENNESSEE,"25,000"
2007,TEXAS,"140,000"
2007,UTAH,"550,000"
2007,VERMONT,"30,000"
2007,VIRGINIA,"90,000"
2007,WASHINGTON,"440,000"
2007,WEST VIRGINIA,"30,000"
2007,WISCONSIN,"1,550,000"
2007,WYOMING,"600,000"
2006,ARIZONA,"250,000"
2006,ARKANSAS,"15,000"
2006,CALIFORNIA,"1,100,000"
2006,COLORADO,"780,000"
2006,CONNECTICUT,"7,000"
2006,DELAWARE,"5,000"
2006,IDAHO,"1,130,000"
2006,ILLINOIS,"410,000"
2006,INDIANA,"340,000"
2006,IOWA,"1,150,000"
2006,KANSAS,"950,000"
2006,KENTUCKY,"280,000"
2006,MAINE,"10,000"
2006,MARYLAND,"40,000"
2006,MASSACHUSETTS,"8,000"
2006,MICHIGAN,"810,000"
2006,MINNESOTA,"1,350,000"
2006,MISSOURI,"390,000"
2006,MONTANA,"1,550,000"
2006,NEBRASKA,"1,200,000"
2006,NEVADA,"270,000"
2006,NEW HAMPSHIRE,"7,000"
2006,NEW JERSEY,"25,000"
2006,NEW MEXICO,"220,000"
2006,NEW YORK,"370,000"
2006,NORTH CAROLINA,"10,000"
2006,NORTH DAKOTA,"1,450,000"
2006,OHIO,"470,000"
2006,OKLAHOMA,"360,000"
2006,OREGON,"430,000"
2006,PENNSYLVANIA,"500,000"
2006,RHODE ISLAND,"1,000"
2006,SOUTH DAKOTA,"1,800,000"
2006,TENNESSEE,"30,000"
2006,TEXAS,"150,000"
2006,UTAH,"560,000"
2006,VERMONT,"35,000"
2006,VIRGINIA,"100,000"
2006,WASHINGTON,"440,000"
2006,WEST VIRGINIA,"35,000"
2006,WISCONSIN,"1,600,000"
2006,WYOMING,"500,000"
2005,ARIZONA,"260,000"
2005,ARKANSAS,"20,000"
2005,CALIFORNIA,"1,040,000"
2005,COLORADO,"800,000"
2005,CONNECTICUT,"8,000"
2005,DELAWARE,"5,000"
2005,IDAHO,"1,100,000"
2005,ILLINOIS,"400,000"
2005,INDIANA,"340,000"
2005,IOWA,"1,250,000"
2005,KANSAS,"850,000"
2005,KENTUCKY,"260,000"
2005,MAINE,"11,000"
2005,MARYLAND,"40,000"
2005,MASSACHUSETTS,"10,000"
2005,MICHIGAN,"900,000"
2005,MINNESOTA,"1,350,000"
2005,MISSOURI,"420,000"
2005,MONTANA,"1,750,000"
2005,NEBRASKA,"1,250,000"
2005,NEVADA,"260,000"
2005,NEW HAMPSHIRE,"7,000"
2005,NEW JERSEY,"25,000"
2005,NEW MEXICO,"240,000"
2005,NEW YORK,"450,000"
2005,NORTH CAROLINA,"11,000"
2005,NORTH DAKOTA,"1,650,000"
2005,OHIO,"510,000"
2005,OKLAHOMA,"320,000"
2005,OREGON,"400,000"
2005,PENNSYLVANIA,"510,000"
2005,RHODE ISLAND,"2,000"
2005,SOUTH DAKOTA,"2,400,000"
2005,TENNESSEE,"35,000"
2005,TEXAS,"150,000"
2005,UTAH,"540,000"
2005,VERMONT,"40,000"
2005,VIRGINIA,"110,000"
2005,WASHINGTON,"450,000"
2005,WEST VIRGINIA,"35,000"
2005,WISCONSIN,"1,550,000"
2005,WYOMING,"600,000"
2004,ARIZONA,"240,000"
2004,ARKANSAS,"20,000"
2004,CALIFORNIA,"1,050,000"
2004,COLORADO,"770,000"
2004,CONNECTICUT,"7,000"
2004,DELAWARE,"6,000"
2004,IDAHO,"1,180,000"
2004,ILLINOIS,"400,000"
2004,INDIANA,"350,000"
2004,IOWA,"1,300,000"
2004,KANSAS,"950,000"
2004,KENTUCKY,"240,000"
2004,MAINE,"10,000"
2004,MARYLAND,"40,000"
2004,MASSACHUSETTS,"9,000"
2004,MICHIGAN,"850,000"
2004,MINNESOTA,"1,350,000"
2004,MISSOURI,"400,000"
2004,MONTANA,"1,400,000"
2004,NEBRASKA,"1,250,000"
2004,NEVADA,"250,000"
2004,NEW HAMPSHIRE,"6,000"
2004,NEW JERSEY,"30,000"
2004,NEW MEXICO,"240,000"
2004,NEW YORK,"470,000"
2004,NORTH CAROLINA,"12,000"
2004,NORTH DAKOTA,"1,300,000"
2004,OHIO,"470,000"
2004,OKLAHOMA,"360,000"
2004,OREGON,"480,000"
2004,PENNSYLVANIA,"540,000"
2004,RHODE ISLAND,"2,000"
2004,SOUTH DAKOTA,"2,250,000"
2004,TENNESSEE,"35,000"
2004,TEXAS,"150,000"
2004,UTAH,"560,000"
2004,VERMONT,"35,000"
2004,VIRGINIA,"110,000"
2004,WASHINGTON,"480,000"
2004,WEST VIRGINIA,"45,000"
2004,WISCONSIN,"1,600,000"
2004,WYOMING,"450,000"
2003,ARIZONA,"235,000"
2003,ARKANSAS,"20,000"
2003,CALIFORNIA,"1,090,000"
2003,COLORADO,"800,000"
2003,CONNECTICUT,"8,000"
2003,DELAWARE,"5,000"
2003,IDAHO,"1,200,000"
2003,ILLINOIS,"425,000"
2003,INDIANA,"350,000"
2003,IOWA,"1,330,000"
2003,KANSAS,"1,000,000"
2003,KENTUCKY,"250,000"
2003,MAINE,"9,000"
2003,MARYLAND,"45,000"
2003,MASSACHUSETTS,"12,000"
2003,MICHIGAN,"850,000"
2003,MINNESOTA,"1,375,000"
2003,MISSOURI,"410,000"
2003,MONTANA,"1,600,000"
2003,NEBRASKA,"1,450,000"
2003,NEVADA,"265,000"
2003,NEW HAMPSHIRE,"8,000"
2003,NEW JERSEY,"30,000"
2003,NEW MEXICO,"230,000"
2003,NEW YORK,"600,000"
2003,NORTH CAROLINA,"18,000"
2003,NORTH DAKOTA,"1,600,000"
2003,OHIO,"580,000"
2003,OKLAHOMA,"310,000"
2003,OREGON,"480,000"
2003,PENNSYLVANIA,"550,000"
2003,RHODE ISLAND,"2,000"
2003,SOUTH DAKOTA,"2,700,000"
2003,TENNESSEE,"30,000"
2003,TEXAS,"140,000"
2003,UTAH,"545,000"
2003,VERMONT,"40,000"
2003,VIRGINIA,"130,000"
2003,WASHINGTON,"510,000"
2003,WEST VIRGINIA,"45,000"
2003,WISCONSIN,"1,600,000"
2003,WYOMING,"650,000"
2002,ARIZONA,"230,000"
2002,ARKANSAS,"20,000"
2002,CALIFORNIA,"1,160,000"
2002,COLORADO,"780,000"
2002,CONNECTICUT,"9,000"
2002,DELAWARE,"6,000"
2002,IDAHO,"1,170,000"
2002,ILLINOIS,"450,000"
2002,INDIANA,"300,000"
2002,IOWA,"1,250,000"
2002,KANSAS,"950,000"
2002,KENTUCKY,"320,000"
2002,MAINE,"12,000"
2002,MARYLAND,"60,000"
