Year,State,Value
2010,NORTH CAROLINA,"87,000"
2010,OKLAHOMA,"22,000"
2010,SOUTH CAROLINA,"67,000"
2010,TEXAS,"165,000"
2010,VIRGINIA,"18,000"
2009,ALABAMA,"155,000"
2009,FLORIDA,"115,000"
2009,GEORGIA,"510,000"
2009,MISSISSIPPI,"21,000"
2009,NEW MEXICO,"7,000"
2009,NORTH CAROLINA,"67,000"
2009,OKLAHOMA,"14,000"
2009,SOUTH CAROLINA,"50,000"
2009,TEXAS,"165,000"
2009,VIRGINIA,"12,000"
2008,ALABAMA,"195,000"
2008,FLORIDA,"150,000"
2008,GEORGIA,"690,000"
2008,MISSISSIPPI,"22,000"
2008,NEW MEXICO,"8,000"
2008,NORTH CAROLINA,"98,000"
2008,OKLAHOMA,"19,000"
2008,SOUTH CAROLINA,"71,000"
2008,TEXAS,"257,000"
2008,VIRGINIA,"24,000"
2007,ALABAMA,"160,000"
2007,FLORIDA,"130,000"
2007,GEORGIA,"530,000"
2007,MISSISSIPPI,"19,000"
2007,NEW MEXICO,"10,000"
2007,NORTH CAROLINA,"92,000"
2007,OKLAHOMA,"18,000"
2007,SOUTH CAROLINA,"59,000"
2007,TEXAS,"190,000"
2007,VIRGINIA,"22,000"
2006,ALABAMA,"165,000"
2006,FLORIDA,"130,000"
2006,GEORGIA,"580,000"
2006,MISSISSIPPI,"17,000"
2006,NEW MEXICO,"12,000"
2006,NORTH CAROLINA,"85,000"
2006,OKLAHOMA,"23,000"
2006,SOUTH CAROLINA,"59,000"
2006,TEXAS,"155,000"
2006,VIRGINIA,"17,000"
2005,ALABAMA,"225,000"
2005,FLORIDA,"160,000"
2005,GEORGIA,"755,000"
2005,MISSISSIPPI,"15,000"
2005,NEW MEXICO,"19,000"
2005,NORTH CAROLINA,"97,000"
2005,OKLAHOMA,"35,000"
2005,SOUTH CAROLINA,"63,000"
2005,TEXAS,"265,000"
2005,VIRGINIA,"23,000"
2004,ALABAMA,"200,000"
2004,FLORIDA,"145,000"
2004,GEORGIA,"620,000"
2004,NEW MEXICO,"17,000"
2004,NORTH CAROLINA,"105,000"
2004,OKLAHOMA,"35,000"
2004,SOUTH CAROLINA,"35,000"
2004,TEXAS,"240,000"
2004,VIRGINIA,"33,000"
2003,ALABAMA,"190,000"
2003,FLORIDA,"125,000"
2003,GEORGIA,"545,000"
2003,NEW MEXICO,"18,000"
2003,NORTH CAROLINA,"101,000"
2003,OKLAHOMA,"37,000"
2003,SOUTH CAROLINA,"19,000"
2003,TEXAS,"275,000"
2003,VIRGINIA,"34,000"
2002,ALABAMA,"185,000"
2002,FLORIDA,"96,000"
2002,GEORGIA,"510,000"
2002,NEW MEXICO,"18,000"
2002,NORTH CAROLINA,"101,000"
2002,OKLAHOMA,"60,000"
2002,SOUTH CAROLINA,"10,000"
2002,TEXAS,"315,000"
2002,VIRGINIA,"58,000"
2001,ALABAMA,"200,000"
2001,FLORIDA,"90,000"
2001,GEORGIA,"515,000"
2001,NEW MEXICO,"22,200"
2001,NORTH CAROLINA,"123,000"
2001,OKLAHOMA,"80,000"
2001,SOUTH CAROLINA,"11,000"
2001,TEXAS,"425,000"
2001,VIRGINIA,"75,000"
2000,ALABAMA,"190,000"
2000,FLORIDA,"94,000"
2000,GEORGIA,"494,000"
2000,NEW MEXICO,"27,300"
2000,NORTH CAROLINA,"123,000"
2000,OKLAHOMA,"97,000"
2000,SOUTH CAROLINA,"10,500"
2000,TEXAS,"425,000"
2000,VIRGINIA,"76,000"
1999,ALABAMA,"207,000"
1999,FLORIDA,"102,000"
1999,GEORGIA,"546,000"
1999,NEW MEXICO,"22,000"
1999,NORTH CAROLINA,"126,000"
1999,OKLAHOMA,"83,000"
1999,SOUTH CAROLINA,"11,500"
1999,TEXAS,"360,000"
1999,VIRGINIA,"77,000"
1998,ALABAMA,"198,000"
1998,FLORIDA,"98,000"
1998,GEORGIA,"540,000"
1998,NEW MEXICO,"22,000"
1998,NORTH CAROLINA,"125,000"
1998,OKLAHOMA,"80,000"
1998,SOUTH CAROLINA,"12,000"
1998,TEXAS,"370,000"
1998,VIRGINIA,"76,000"
1997,ALABAMA,"194,000"
1997,FLORIDA,"92,000"
1997,GEORGIA,"520,000"
1997,NEW MEXICO,"18,000"
1997,NORTH CAROLINA,"124,000"
1997,OKLAHOMA,"79,000"
1997,SOUTH CAROLINA,"11,000"
1997,TEXAS,"320,000"
1997,VIRGINIA,"76,000"
1996,ALABAMA,"192,000"
1996,FLORIDA,"90,000"
1996,GEORGIA,"535,000"
1996,NEW MEXICO,"16,500"
1996,NORTH CAROLINA,"125,000"
1996,OKLAHOMA,"85,000"
1996,SOUTH CAROLINA,"11,000"
1996,TEXAS,"270,000"
1996,VIRGINIA,"77,000"
1995,ALABAMA,"213,000"
1995,FLORIDA,"89,000"
1995,GEORGIA,"595,000"
1995,NEW MEXICO,"20,000"
1995,NORTH CAROLINA,"144,000"
1995,OKLAHOMA,"100,000"
1995,SOUTH CAROLINA,"11,500"
1995,TEXAS,"275,000"
1995,VIRGINIA,"90,000"
1994,ALABAMA,"223,000"
1994,FLORIDA,"92,000"
1994,GEORGIA,"652,000"
1994,NEW MEXICO,"21,000"
1994,NORTH CAROLINA,"151,000"
1994,OKLAHOMA,"102,000"
1994,SOUTH CAROLINA,"13,000"
1994,TEXAS,"295,000"
1994,VIRGINIA,"92,000"
1993,ALABAMA,"240,000"
1993,FLORIDA,"98,000"
1993,GEORGIA,"702,000"
1993,NEW MEXICO,"22,000"
1993,NORTH CAROLINA,"152,000"
1993,OKLAHOMA,"105,000"
1993,SOUTH CAROLINA,"14,500"
1993,TEXAS,"305,000"
1993,VIRGINIA,"95,000"
1992,ALABAMA,"237,000"
1992,FLORIDA,"85,000"
1992,GEORGIA,"675,000"
1992,NEW MEXICO,"21,100"
1992,NORTH CAROLINA,"153,000"
1992,OKLAHOMA,"100,000"
1992,SOUTH CAROLINA,"13,500"
1992,TEXAS,"308,000"
1992,VIRGINIA,"94,000"
1991,ALABAMA,"278,000"
1991,FLORIDA,"126,000"
1991,GEORGIA,"900,000"
1991,NEW MEXICO,"22,700"
1991,NORTH CAROLINA,"162,000"
1991,OKLAHOMA,"110,000"
1991,SOUTH CAROLINA,"14,500"
1991,TEXAS,"330,000"
1991,VIRGINIA,"96,000"
1990,ALABAMA,"258,000"
1990,FLORIDA,"108,000"
1990,GEORGIA,"782,000"
1990,NEW MEXICO,"20,000"
1990,NORTH CAROLINA,"165,000"
1990,OKLAHOMA,"107,000"
1990,SOUTH CAROLINA,"14,000"
1990,TEXAS,"295,000"
1990,VIRGINIA,"97,000"
